,ID,Winery,Name,Vintage,Country,Region,Wine_Style,Wine_Type,Wine_Category,Grape Type,Grape_ID,Rating,Review_Count,Price,Acidity,Fizziness,Intensity,Sweetness,Tannin
1761,Sauternes (Premier Grand Cru Classé) 2000,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé),2000,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.1,214,137.0,4.3242702,,4.7033563,4.835822,
1762,Barsac (Grand Cru Classé) 2012,Château Doisy-Daëne,Barsac (Grand Cru Classé),2012,France,Barsac,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.1,201,44.89,4.3136106,,4.7106566,4.879142,
1763,Prestige Sauternes 2022,Michel Lynch,Prestige Sauternes,2022,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,0,18.1,4.3747907,,4.1737676,4.8160005,
1764,Monbazillac 2014,Château Monbazillac,Monbazillac,2014,France,Monbazillac,southwest-france-dessert,Dessert,Dessert Wine,Sémillon,18,4.1,169,22.7,3.0429885,,3.9469361,4.943083,
1766,Sauternes (Lur Saluces) 1994,Château de Fargues,Sauternes (Lur Saluces),1994,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.1,163,72.0,4.355873,,4.773942,4.9428,
1768,Sauternes Barsac (Premier Grand Cru Classé) 2018,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2018,France,Barsac,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.1,124,48.0,4.358103,,4.741032,4.890674,
1769,Barsac (Grand Cru Classé) 2017,Château Doisy-Daëne,Barsac (Grand Cru Classé),2017,France,Barsac,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.1,117,44.9,4.3136106,,4.7106566,4.879142,
1770,Cuvée Audrey Monbazillac 2021,Haut Montlong,Cuvée Audrey Monbazillac,2021,France,Monbazillac,southwest-france-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,0,13.091666666666667,3.0817742,,4.093871,5.0,
1776,Sauternes Barsac (Premier Grand Cru Classé) 2020,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2020,France,Barsac,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.1,79,45.0,4.358103,,4.741032,4.890674,
1777,Carmes de Rieussec Sauternes 2020,Château Rieussec,Carmes de Rieussec Sauternes,2020,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.1,77,30.4,4.313681,,4.7483487,4.9026165,
1778,Sauternes (Grand Cru Classé) 2011,Château de Malle,Sauternes (Grand Cru Classé),2011,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.1,67,42.0,4.3186874,,4.816891,4.931204,
1780,Symphonie de Sauternes 2016,Clos Haut-Peyraguey,Symphonie de Sauternes,2016,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.1,56,25.9,4.371977,,4.5992827,4.9049225,
1781,Les Etoiles de Doisy-Daëne 2018,Château Doisy-Daëne,Les Etoiles de Doisy-Daëne,2018,France,Barsac,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,9,25.95,4.0363636,,4.586364,4.8818183,
1783,La Chartreuse de Coutet Sauternes 2012,Château Coutet,La Chartreuse de Coutet Sauternes,2012,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.1,39,22.5,4.3963137,,4.7618437,4.898638,
1784,Sauternes (Grand Cru Classé) 2018,Château Lamothe Guignard,Sauternes (Grand Cru Classé),2018,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.1,38,32.13,4.2453,,4.742617,4.8795576,
1788,Carmes de Rieussec Sauternes 2021,Château Rieussec,Carmes de Rieussec Sauternes,2021,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,11,32.0,4.313681,,4.7483487,4.9026165,
1790,Sauternes 1971,Château Bastor-Lamontagne,Sauternes,1971,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,4,103.95,4.257303,,4.5207095,4.8084345,
1791,Sauternes 1979,Château Bastor-Lamontagne,Sauternes,1979,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,1,103.95,4.257303,,4.5207095,4.8084345,
1793,Carmes de Rieussec Sauternes 2015,Château Rieussec,Carmes de Rieussec Sauternes,2015,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.0,963,30.4,4.313681,,4.7483487,4.9026165,
1795,La Chartreuse de Coutet Sauternes 2016,Château Coutet,La Chartreuse de Coutet Sauternes,2016,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,20,29.9,4.3963137,,4.7618437,4.898638,
1796,Sainte-Croix-du-Mont 2016,Château Crabitan-Bellevue,Sainte-Croix-du-Mont,2016,France,Saint-Croix-du-Mont,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,23,9.8,4.456101,,3.8404403,5.0,
1797,Château Delmond Sauternes 2022,Château Laville,Château Delmond Sauternes,2022,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,1,30.53,4.3237324,,4.4676647,4.8698406,
1798,Chateâu Violet Sauternes 1986,Château Laribotte,Chateâu Violet Sauternes,1986,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,3,59.0,4.372976,,4.7643323,4.953725,
1799,Carmes de Rieussec Sauternes 2018,Château Rieussec,Carmes de Rieussec Sauternes,2018,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.0,577,22.0,4.313681,,4.7483487,4.9026165,
1800,Symphonie de Sauternes 2019,Clos Haut-Peyraguey,Symphonie de Sauternes,2019,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,6,24.15,4.371977,,4.5992827,4.9049225,
1801,Réserve Sauternes 2017,Mouton Cadet,Réserve Sauternes,2017,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.0,284,28.5,4.2879834,,4.7679653,4.8760066,
1802,Carmes de Rieussec Sauternes 2019,Château Rieussec,Carmes de Rieussec Sauternes,2019,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.0,267,27.95,4.313681,,4.7483487,4.9026165,
1805,Sauternes 2000,Domaine de Carbonnieu,Sauternes,2000,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,0,145.2,4.22215,,4.8971963,4.7009344,
1807,Sauternes Soleil d'Arche 2022,Château d'Arche,Sauternes Soleil d'Arche,2022,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,4,23.19,4.3635,,4.7190914,4.9834547,
1809,Sauternes (Grand Cru Classé) 2008,Château Filhot,Sauternes (Grand Cru Classé),2008,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.0,208,43.0,4.3531933,,4.7769947,4.9103327,
1814,L'Ouest de Lamothe Guignard Sauternes 2020,Château Lamothe Guignard,L'Ouest de Lamothe Guignard Sauternes,2020,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,5,15.0,4.5144506,,4.980733,5.0,
1815,Barsac 2018,Château Simon,Barsac,2018,France,Barsac,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.0,132,26.06,4.3664455,,4.934257,4.8784614,
1816,Symphonie de Sauternes 2015,Clos Haut-Peyraguey,Symphonie de Sauternes,2015,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.0,99,25.9,4.371977,,4.5992827,4.9049225,
1818,Château Fontebride Sauternes 2017,Château Haut-Bergeron,Château Fontebride Sauternes,2017,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.0,94,38.96,4.161871,,4.619895,4.8639855,
1822,Château Haut Bommes Sauternes 2010,Clos Haut-Peyraguey,Château Haut Bommes Sauternes,2010,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.0,71,54.0,4.1007752,,4.816974,4.911808,
1823,Jour de Fruit Monbazillac 2020,Domaine l'Ancienne Cure,Jour de Fruit Monbazillac,2020,France,Monbazillac,southwest-france-dessert,Dessert,Dessert Wine,Sémillon,18,4.0,56,13.0,3.1366582,,3.9454496,4.9841127,
1826,Lieutenant de Sigalas Sauternes 2015,Château Sigalas Rabaud,Lieutenant de Sigalas Sauternes,2015,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.0,45,47.0,4.304369,,4.5517836,4.9036584,
1827,Le Trianon de Filhot 2016,Château Filhot,Le Trianon de Filhot,2016,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,12,18.5,4.5046153,,4.8461537,4.769231,
1830,L'Abbaye Monbazillac 2015,Domaine l'Ancienne Cure,L'Abbaye Monbazillac,2015,France,Monbazillac,southwest-france-dessert,Dessert,Dessert Wine,Sémillon,18,4.0,34,18.5,3.0457985,,4.022185,5.0,
1831,Sainte-Croix-du-Mont 1961,Château Bouchoc,Sainte-Croix-du-Mont,1961,France,Saint-Croix-du-Mont,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,0,99.95,4.5,,4.0,5.0,
1832,Sauternes 1961,Château Roumieu,Sauternes,1961,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,0,149.95,4.2879786,,4.706206,4.829925,
1834,Château du Levant Sauternes 2022,Château Liot,Château du Levant Sauternes,2022,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,2,19.7,4.3608327,,4.717801,4.886277,
1835,Lieutenant de Sigalas Sauternes 2014,Château Sigalas Rabaud,Lieutenant de Sigalas Sauternes,2014,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,3,48.0,4.304369,,4.5517836,4.9036584,
1836,Lieutenant de Sigalas Sauternes 2018,Château Sigalas Rabaud,Lieutenant de Sigalas Sauternes,2018,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,15,50.0,4.304369,,4.5517836,4.9036584,
1837,Jour de Fruit Monbazillac 2021,Domaine l'Ancienne Cure,Jour de Fruit Monbazillac,2021,France,Monbazillac,southwest-france-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,21,14.0,3.1366582,,3.9454496,4.9841127,
1838,Carmes de Rieussec Sauternes 2016,Château Rieussec,Carmes de Rieussec Sauternes,2016,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.9,819,26.25,4.313681,,4.7483487,4.9026165,
1839,Carmes de Rieussec Sauternes 2012,Château Rieussec,Carmes de Rieussec Sauternes,2012,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.9,788,26.8,4.313681,,4.7483487,4.9026165,
1840,Saint-Croix-du-Mont 2017,Château des Tours,Saint-Croix-du-Mont,2017,France,Saint-Croix-du-Mont,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,0,187.4,3.9171014,,4.0,5.0,
1841,Carmes de Rieussec Sauternes 2013,Château Rieussec,Carmes de Rieussec Sauternes,2013,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.9,560,24.0,4.313681,,4.7483487,4.9026165,
1842,Carmes de Rieussec Sauternes 2014,Château Rieussec,Carmes de Rieussec Sauternes,2014,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.9,541,26.7,4.313681,,4.7483487,4.9026165,
1843,Loupiac 2005,Cornelien,Loupiac,2005,France,Loupiac,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,6,9.95,4.4488416,,4.02061,5.0,
1844,Cadillac 2019,Château Fayau,Cadillac,2019,France,Cadillac,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,0,6.5,4.4573684,,3.7242105,4.8472004,
1845,Loupiac 1975,Château de Ricaud,Loupiac,1975,France,Loupiac,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,0,49.95,4.5341463,,4.0,5.0,
1846,Carmes de Rieussec Sauternes 2008,Château Rieussec,Carmes de Rieussec Sauternes,2008,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.9,308,28.0,4.313681,,4.7483487,4.9026165,
1847,Monbazillac 1994,Château Combe des Bois,Monbazillac,1994,France,Monbazillac,southwest-france-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,2,58.0,2.9761906,,4.037619,5.0,
1849,Loupiac 2021,Château la Fontaine,Loupiac,2021,France,Loupiac,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,4,12.35,4.512,,4.0,5.0,
1850,Lieutenant de Sigalas Sauternes 2010,Château Sigalas Rabaud,Lieutenant de Sigalas Sauternes,2010,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.9,135,54.5,4.304369,,4.5517836,4.9036584,
1851,SO Sauternes 2015,Château Bastor-Lamontagne,SO Sauternes,2015,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.9,134,18.9,4.491449,,4.881767,4.955265,
1852,Cuvée Mingot Grains Nobles Loupiac 2020,Château Rondillon,Cuvée Mingot Grains Nobles Loupiac,2020,France,Loupiac,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,15,14.77,4.5,,4.0,5.0,
1854,Madame de Rayne Sauternes 2000,Château de Rayne Vigneau,Madame de Rayne Sauternes,2000,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.9,109,30.0,4.373941,,4.771962,4.922549,
1856,L'Ilot de Haut-Bergeron Sauternes 2019,Château Haut-Bergeron,L'Ilot de Haut-Bergeron Sauternes,2019,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.9,97,33.53,4.2661386,,4.69514,4.8901596,
1858,Cadillac 2012,Château La Passonne,Cadillac,2012,France,Cadillac,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,8,13.5,4.5,,3.659091,4.543182,
1859,Les Remparts de Bastor-Lamontagne Sauternes 2014,Château Bastor-Lamontagne,Les Remparts de Bastor-Lamontagne Sauternes,2014,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.9,62,12.4,4.481617,,4.659517,4.8440704,
1860,Cérons 2015,Château de Chantegrive,Cérons,2015,France,Cérons,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,21,28.0,4.526923,,4.0,5.0,
1861,Sauternes 2012,Château Bastor-Lamontagne,Sauternes,2012,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.9,56,30.45,4.257303,,4.5207095,4.8084345,
1862,Tradition Monbazillac 2021,Haut Montlong,Tradition Monbazillac,2021,France,Monbazillac,southwest-france-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,1,11.003333333333334,3.0,,4.0,5.0,
1863,Loupiac 2018,Domaine des Rochers,Loupiac,2018,France,Loupiac,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,4,14.31,4.5054545,,4.0,5.0,
1869,Sainte-Croix-du-Mont 2019,Château du Mont,Sainte-Croix-du-Mont,2019,France,Saint-Croix-du-Mont,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,3.9,27,15.34,4.5099998,,3.78246,4.8927274,
1870,Sauternes 2022,Château Fontaine,Sauternes,2022,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,3,29.56,4.17739,,4.489535,4.7452197,
1871,Selection de Grains Nobles Monbazillac 2020,Duc de Castellac,Selection de Grains Nobles Monbazillac,2020,France,Monbazillac,southwest-france-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,0,17.71,3.0,,4.0,4.4615383,
1872,Les Brumes Monbazillac 2021,Château Les Hauts de Caillevel,Les Brumes Monbazillac,2021,France,Monbazillac,southwest-france-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,7,16.4,3.0,,4.0,5.0,
1873,Bordeaux Blanc Moelleux 2022,Duchesse de Berry,Bordeaux Blanc Moelleux,2022,France,Bordeaux Moelleux,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,1,6.76,4.345588,,4.0,5.0,
1874,Loupiac 1949,Château du Vieux Moulin,Loupiac,1949,France,Loupiac,french-bordeaux-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,0,149.95,4.528151,,3.747899,5.0,
1875,Lieutenant de Sigalas Sauternes 2011,Château Sigalas Rabaud,Lieutenant de Sigalas Sauternes,2011,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.8,136,50.0,4.304369,,4.5517836,4.9036584,
1876,Moelleux Côtes de Montravel 2021,Château Laulerie,Moelleux Côtes de Montravel,2021,France,Côtes de Montravel,southwest-france-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,2,10.0,3.0522387,,3.8353732,4.9843287,
1878,Réserve Sauternes 2016,Thomas Barton,Réserve Sauternes,2016,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.8,58,18.8,4.3473573,,4.774286,4.972833,
1879,Les Remparts de Bastor-Lamontagne Sauternes 2017,Château Bastor-Lamontagne,Les Remparts de Bastor-Lamontagne Sauternes,2017,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.8,39,24.26,4.481617,,4.659517,4.8440704,
1880,Château Fontebride Sauternes 2019,Château Haut-Bergeron,Château Fontebride Sauternes,2019,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.8,31,22.9,4.161871,,4.619895,4.8639855,
1881,Bergerac Mœlleux 2022,Domaine Julien Auroux,Bergerac Mœlleux,2022,France,Bergerac,southwest-france-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,0,11.9,3.0,,4.0,5.0,
1882,Sauternes Blanc 2022,Passeport,Sauternes Blanc,2022,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,0,18.9,4.4315114,,4.904756,4.8572,
1883,Sauternes (Grand Cru Classé) 2013,Château de Myrat,Sauternes (Grand Cru Classé),2013,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.7,97,29.4,4.371204,,4.811908,4.898078,
1886,SO Sauternes 2017,Château Bastor-Lamontagne,SO Sauternes,2017,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.6,25,18.9,4.491449,,4.881767,4.955265,
1887,SO Sauternes 2016,Château Bastor-Lamontagne,SO Sauternes,2016,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,3.4,39,18.9,4.491449,,4.881767,4.955265,
1888,Les P'tits Sémillons Côtes de Bergerac Moelleux 2021,Haut Montlong,Les P'tits Sémillons Côtes de Bergerac Moelleux,2021,France,Côtes de Bergerac,southwest-france-dessert,Dessert,Dessert Wine,Sémillon,18,0.0,1,13.5,2.4166667,,4.0633335,4.6666665,
1889,Sauternes 1948,Château d'Yquem,Sauternes,1948,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.9,42,1450.0,4.3343124,,4.674955,4.8688693,
1893,Sauternes 1976,Château d'Yquem,Sauternes,1976,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.8,443,289.0,4.3343124,,4.674955,4.8688693,
1895,Sauternes 1959,Château d'Yquem,Sauternes,1959,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.8,84,1195.0,4.3343124,,4.674955,4.8688693,
1896,Sauternes 1965,Château d'Yquem,Sauternes,1965,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.8,52,810.0,4.3343124,,4.674955,4.8688693,
1897,Sauternes 1950,Château d'Yquem,Sauternes,1950,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.8,45,1680.0,4.3343124,,4.674955,4.8688693,
1898,Sauternes (Crème de Tête) 1997,Château Gilette,Sauternes (Crème de Tête),1997,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.8,40,211.0,4.229009,,4.5594597,4.752414,
1899,Sauternes 1934,Château d'Yquem,Sauternes,1934,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,19,2350.0,4.3343124,,4.674955,4.8688693,
1900,Sauternes 1925,Château d'Yquem,Sauternes,1925,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,13,3845.0,4.3343124,,4.674955,4.8688693,
1901,Sauternes 1938,Château d'Yquem,Sauternes,1938,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,16,2280.0,4.3343124,,4.674955,4.8688693,
1902,Sauternes 1913,Château d'Yquem,Sauternes,1913,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,1,5950.0,4.3343124,,4.674955,4.8688693,
1903,Sauternes 1908,Château d'Yquem,Sauternes,1908,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,1,5975.0,4.3343124,,4.674955,4.8688693,
1904,Sauternes 1933,Château d'Yquem,Sauternes,1933,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,3,2089.0,4.3343124,,4.674955,4.8688693,
1905,Sauternes 1947,Château d'Yquem,Sauternes,1947,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,20,3000.0,4.3343124,,4.674955,4.8688693,
1906,Sauternes 1926,Château d'Yquem,Sauternes,1926,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,3,3895.0,4.3343124,,4.674955,4.8688693,
1907,Sauternes 1891,Château d'Yquem,Sauternes,1891,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,1,8940.0,4.3343124,,4.674955,4.8688693,
1908,Sauternes 1956,Château d'Yquem,Sauternes,1956,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,11,660.0,4.3343124,,4.674955,4.8688693,
1909,Sauternes 1939,Château d'Yquem,Sauternes,1939,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,20,2028.0,4.3343124,,4.674955,4.8688693,
1910,Sauternes 1954,Château d'Yquem,Sauternes,1954,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,15,1080.0,4.3343124,,4.674955,4.8688693,
1911,Sauternes 1941,Château d'Yquem,Sauternes,1941,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,12,1920.0,4.3343124,,4.674955,4.8688693,
1912,Sauternes 1998,Château d'Yquem,Sauternes,1998,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.7,3022,329.17,4.3343124,,4.674955,4.8688693,
1914,Sauternes 2004,Château d'Yquem,Sauternes,2004,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.7,1034,518.4,4.3343124,,4.674955,4.8688693,
1916,Sauternes 1994,Château d'Yquem,Sauternes,1994,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.7,805,370.0,4.3343124,,4.674955,4.8688693,
1918,Sauternes 1982,Château d'Yquem,Sauternes,1982,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.7,345,492.0,4.3343124,,4.674955,4.8688693,
1919,Sauternes 1984,Château d'Yquem,Sauternes,1984,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.7,229,384.0,4.3343124,,4.674955,4.8688693,
1921,Barsac (Premier Grand Cru Classé) 1989,Château Climens,Barsac (Premier Grand Cru Classé),1989,France,Barsac,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.7,154,150.0,4.358944,,4.6885157,4.9060016,
1922,Sauternes (Lur Saluces) 1985,Château de Fargues,Sauternes (Lur Saluces),1985,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.7,76,150.0,4.355873,,4.773942,4.9428,
1926,Sauternes 1929,Château d'Yquem,Sauternes,1929,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.7,44,3720.0,4.3343124,,4.674955,4.8688693,
1927,Sauternes 1921,Château d'Yquem,Sauternes,1921,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.7,39,10650.0,4.3343124,,4.674955,4.8688693,
1928,Sauternes (Premier Grand Cru Classé) 1975,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé),1975,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.7,37,133.1,4.3242702,,4.7033563,4.835822,
1929,Sauternes 1953,Château d'Yquem,Sauternes,1953,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,4.7,27,1400.0,4.3343124,,4.674955,4.8688693,
1930,L'Extravagant de Doisy-Daëne Sauternes 2018,Château Doisy-Daëne,L'Extravagant de Doisy-Daëne Sauternes,2018,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,5,180.0,4.404143,,4.8384833,4.9806814,
1931,L'Extravagant de Doisy-Daëne Sauternes 2021,Château Doisy-Daëne,L'Extravagant de Doisy-Daëne Sauternes,2021,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,0,201.6,4.404143,,4.8384833,4.9806814,
1932,L'Extravagant de Doisy-Daëne Sauternes 2014,Château Doisy-Daëne,L'Extravagant de Doisy-Daëne Sauternes,2014,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,22,795.0,4.404143,,4.8384833,4.9806814,
1933,L'Extravagant de Doisy-Daëne Sauternes 2020,Château Doisy-Daëne,L'Extravagant de Doisy-Daëne Sauternes,2020,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,0,185.0,4.404143,,4.8384833,4.9806814,
1934,L'Extravagant de Doisy-Daëne Sauternes 2012,Château Doisy-Daëne,L'Extravagant de Doisy-Daëne Sauternes,2012,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,7,361.0,4.404143,,4.8384833,4.9806814,
1935,L'Extravagant de Doisy-Daëne Sauternes 2022,Château Doisy-Daëne,L'Extravagant de Doisy-Daëne Sauternes,2022,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,0,211.0,4.404143,,4.8384833,4.9806814,
1936,L'Extravagant de Doisy-Daëne Sauternes 2015,Château Doisy-Daëne,L'Extravagant de Doisy-Daëne Sauternes,2015,France,Sauternes,bordeaux-sauternes,Sauternes,Dessert Wine,Sémillon,18,0.0,10,855.0,4.404143,,4.8384833,4.9806814,
