,ID,Winery,Name,Vintage,Country,Region,Wine_Style,Wine_Type,Wine_Type_ID,Grape Type,Grape_ID,Rating,Review_Count,Price,Acidity,Fizziness,Intensity,Sweetness,Tannin
9399,Muskateller Sekt 2021,Steininger,Muskateller Sekt,2021,Austria,Niederösterreich,austrian-sparkling,Sparkling,3,Tamaioasa Romaneasca,164,0.0,2,21.04,4.687383,2.9582243,2.8463552,,
9400,Moscato d'Asti 2022,Gigi Rosso,Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,3,Tamaioasa Romaneasca,164,0.0,1,11.9,2.508842,1.0,2.4366317,,
9401,101 Moscato d'Asti 2013,Ca’ del Baio,101 Moscato d'Asti,2013,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,3,Tamaioasa Romaneasca,164,4.1,80,13.9,2.4453754,1.1782917,2.454288,,
9402,Moscato d'Asti 2021,Tenuta Garetto,Moscato d'Asti,2021,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,3,Tamaioasa Romaneasca,164,4.1,39,15.0,2.5590076,1.0876336,2.279542,,
9403,Asti N.V.,Acquesi,Asti,N.V.,Italy,Asti,italian-asti,Asti,3,Tamaioasa Romaneasca,164,4.0,3045,8.25,2.194398,2.5097198,1.5777591,,
9404,Moscato d'Asti 2006,Massolino,Moscato d'Asti,2006,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,3,Tamaioasa Romaneasca,164,0.0,4,11.9,2.765907,1.0876348,2.5079799,,
9405,Moscato d'Asti 2007,Massolino,Moscato d'Asti,2007,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,3,Tamaioasa Romaneasca,164,0.0,5,11.9,2.765907,1.0876348,2.5079799,,
9406,Palás Moscato d'Asti 2022,Michele Chiarlo,Palás Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,3,Tamaioasa Romaneasca,164,0.0,3,9.72,2.7045622,1.132239,2.4704375,,
9407,Riveto Moscato d'Asti 2022,Dante Rivetti,Riveto Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,3,Tamaioasa Romaneasca,164,0.0,13,10.0,2.5098217,1.1836429,2.478357,,
9408,Solatio Moscato d'Asti 2022,Roberto Sarotto,Solatio Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,3,Tamaioasa Romaneasca,164,0.0,8,11.5,2.6182399,1.2156799,2.687307,,
9409,Monteolivo Moscato d'Asti 2022,Bersano,Monteolivo Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,3,Tamaioasa Romaneasca,164,0.0,4,15.9,2.6897533,1.0744939,2.543926,,
9410,San Grod Moscato d'Asti 2021,Torelli,San Grod Moscato d'Asti,2021,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,3,Tamaioasa Romaneasca,164,0.0,4,11.25,2.5097468,1.1403797,2.552785,,
9411,Bricco Quaglia Moscato d'Asti 2022,La Spinetta,Bricco Quaglia Moscato d'Asti,2022,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,3,Tamaioasa Romaneasca,164,4.0,314,13.24,2.7674525,1.1699264,2.5385842,,
9412,Moscato Spumante Dolce 2021,Pizzolato,Moscato Spumante Dolce,2021,Italy,Veneto,italian-sparkling,Sparkling,3,Tamaioasa Romaneasca,164,0.0,11,10.99,3.0970187,3.7782612,2.873292,,
9413,Moscato d'Asti 2021,Araldica,Moscato d'Asti,2021,Italy,Moscato d'Asti,italian-moscato-dasti,Moscato d'Asti,3,Tamaioasa Romaneasca,164,4.0,147,14.5,2.6128254,1.1050951,2.4720635,,
9414,Belle Epoque Brut Champagne 1976,Perrier-Jouët,Belle Epoque Brut Champagne,1976,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,0.0,17,338.95,4.351352,4.207431,3.753108,,
9415,Belle Epoque Brut Champagne 1975,Perrier-Jouët,Belle Epoque Brut Champagne,1975,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,0.0,12,878.4,4.351352,4.207431,3.753108,,
9416,Grand Siècle Champagne (Grande Cuvée) N.V.,Laurent-Perrier,Grand Siècle Champagne (Grande Cuvée),N.V.,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,10391,148.5,4.220577,4.1706142,3.8704658,,
9417,MV ,Henri Giraud,MV,,France,Champagne Grand Cru 'Aÿ',french-champagne,Champagne,3,Pinot Nero,199,4.5,5057,189.0,4.213909,4.1228085,4.154544,,
9418,Clos des Goisses Champagne 2013,Philipponnat,Clos des Goisses Champagne,2013,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,0.0,21,512.4,4.4108934,4.322577,4.1524324,,
9419,La Grande Année Brut Champagne 2012,Bollinger,La Grande Année Brut Champagne,2012,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,3827,175.0,4.363113,4.2963543,4.084768,,
9420,Belle Epoque Brut Champagne 2012,Perrier-Jouët,Belle Epoque Brut Champagne,2012,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,3379,566.53,4.351352,4.207431,3.753108,,
9421,Blanc de Noirs Brut Champagne Grand Cru 'Les Crayeres' Ambonnay N.V.,Egly-Ouriet,Blanc de Noirs Brut Champagne Grand Cru 'Les Crayeres' Ambonnay,N.V.,France,Champagne Grand Cru 'Ambonnay',french-champagne,Champagne,3,Pinot Nero,199,4.5,3336,278.0,4.301524,4.1917634,4.2206097,,
9422,La Grande Dame Brut Champagne 2008,Veuve Clicquot,La Grande Dame Brut Champagne,2008,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,2842,448.0,4.4229503,4.302683,4.0212493,,
9423,Belle Epoque Rosé Brut Champagne 1988,Perrier-Jouët,Belle Epoque Rosé Brut Champagne,1988,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,0.0,18,349.95,4.4604883,4.268331,3.7991562,,
9424,Belle Epoque Rosé Brut Champagne 1975,Perrier-Jouët,Belle Epoque Rosé Brut Champagne,1975,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,0.0,3,447.0,4.4604883,4.268331,3.7991562,,
9425,Brut Champagne 2013,Dom Pérignon,Brut Champagne,2013,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,1888,250.0,4.3597016,4.2680774,3.9608352,,
9426,La Grande Année Brut Champagne 2014,Bollinger,La Grande Année Brut Champagne,2014,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,1765,174.0,4.363113,4.2963543,4.084768,,
9427,La Grande Dame Brut Champagne 2012,Veuve Clicquot,La Grande Dame Brut Champagne,2012,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,1296,199.0,4.4229503,4.302683,4.0212493,,
9428,La Grande Dame Brut Rosé Champagne 1989,Veuve Clicquot,La Grande Dame Brut Rosé Champagne,1989,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,0.0,17,264.0,4.4569635,4.3115726,4.0451717,,
9429,Brut Champagne 1992,Dom Pérignon,Brut Champagne,1992,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,982,444.0,4.3597016,4.2680774,3.9608352,,
9430,La Grande Dame Brut Champagne 1990,Veuve Clicquot,La Grande Dame Brut Champagne,1990,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,792,384.0,4.4229503,4.302683,4.0212493,,
9431,MV Rosé N.V.,Henri Giraud,MV Rosé,N.V.,France,Champagne Grand Cru 'Aÿ',french-champagne,Champagne,3,Pinot Nero,199,4.5,614,293.76,4.0778685,4.181075,3.9694679,,
9432,Amour de Deutz Millesimé Rosé Brut Champagne 2013,Deutz,Amour de Deutz Millesimé Rosé Brut Champagne,2013,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,0.0,20,189.95,4.2944226,4.305094,3.6982589,,
9433,Cuvée William Deutz Millesimé Brut Champagne 2006,Deutz,Cuvée William Deutz Millesimé Brut Champagne,2006,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,556,120.0,4.306671,4.1814322,3.9058628,,
9434,Brut Champagne 1980,Dom Pérignon,Brut Champagne,1980,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,503,480.0,4.3597016,4.2680774,3.9608352,,
9435,Vauzelle Terme Extra Brut Aÿ Champagne 2013,Jacquesson,Vauzelle Terme Extra Brut Aÿ Champagne,2013,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,0.0,13,225.0,4.578843,4.402101,4.222279,,
9436,Brut Vintage Collection Champagne 1989,Lanson,Brut Vintage Collection Champagne,1989,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,0.0,1,415.0,4.272496,4.074293,3.9471197,,
9437,Sir Winston Churchill Brut Champagne 2015,Pol Roger,Sir Winston Churchill Brut Champagne,2015,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,216,240.0,4.415761,4.280711,4.049422,,
9438,Champagne Grand Cru 'Mailly' 2017,Bérêche & Fils,Champagne Grand Cru 'Mailly',2017,France,Champagne Grand Cru 'Mailly',french-champagne,Champagne,3,Pinot Nero,199,0.0,13,168.0,4.3841143,4.1348057,4.0392656,,
9439,Brut Champagne 1971,Dom Pérignon,Brut Champagne,1971,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,180,650.0,4.3597016,4.2680774,3.9608352,,
9440,RSRV Cuvée Lalou Champagne 2006,G.H. Mumm,RSRV Cuvée Lalou Champagne,2006,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,155,119.95,4.141556,4.0817885,4.082279,,
9441,Cuvée Nicolas François Billecart Brut Champagne 2008,Billecart-Salmon,Cuvée Nicolas François Billecart Brut Champagne,2008,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,152,188.0,4.4870872,4.3272166,3.9968052,,
9442,Cristal Rosé Brut Champagne (Millésimé) 2013,Louis Roederer,Cristal Rosé Brut Champagne (Millésimé),2013,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,145,600.0,4.492374,4.290622,3.8941753,,
9443,Amour de Deutz Millesimé Rosé Brut Champagne 2009,Deutz,Amour de Deutz Millesimé Rosé Brut Champagne,2009,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,144,185.0,4.2944226,4.305094,3.6982589,,
9444,Abyss Brut Zero Champagne 2017,Leclerc Briant,Abyss Brut Zero Champagne,2017,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,115,285.86,4.2549706,4.203972,3.965625,,
9445,Vintage Brut Champagne 1989,Veuve Clicquot,Vintage Brut Champagne,1989,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,83,290.4,4.4956822,4.412808,4.0189962,,
9446,La Grande Dame Brut Rosé Champagne 2008,Veuve Clicquot,La Grande Dame Brut Rosé Champagne,2008,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,79,249.95,4.4569635,4.3115726,4.0451717,,
9447,Clos des Goisses Champagne 2012,Philipponnat,Clos des Goisses Champagne,2012,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,53,240.0,4.4108934,4.322577,4.1524324,,
9448,Cuvée des Hussards Vieilles Vignes Brut Champagne Premier Cru 2012,Frerejean Frères,Cuvée des Hussards Vieilles Vignes Brut Champagne Premier Cru,2012,France,Champagne Premier Cru,french-champagne,Champagne,3,Pinot Nero,199,0.0,21,192.78,4.2876563,4.5844536,4.3279686,,
9449,Vintage 1979,Krug,Vintage,1979,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,42,2626.05,4.5135074,4.364564,4.168056,,
9450,La Piu Belle Champagne 2009,Viña Vik Winery,La Piu Belle Champagne,2009,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,0.0,21,188.7,4.4432526,4.2755423,4.512229,,
9451,René Lalou Champagne 1979,G.H. Mumm,René Lalou Champagne,1979,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,35,249.95,4.0072174,3.9587502,3.8460872,,
9452,Annonciade Champagne 2006,Paul Bara,Annonciade Champagne,2006,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,34,212.71,4.435054,4.416703,4.268568,,
9453,Champagne 2013,Sapience,Champagne,2013,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,26,337.46,4.5147166,4.2364326,3.9316146,,
9454,Dizy-Terres Rouges Blanc de Noirs Extra Brut Champagne 2012,Jacquesson,Dizy-Terres Rouges Blanc de Noirs Extra Brut Champagne,2012,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.5,25,180.0,4.473102,4.339811,4.0545673,,
9455,Brut Rosé Champagne N.V.,Billecart-Salmon,Brut Rosé Champagne,N.V.,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.4,24100,72.0,4.230341,4.1503763,3.6503763,,
9456,Brut Rosé Champagne N.V.,Ruinart,Brut Rosé Champagne,N.V.,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.4,22169,88.95,4.1704497,4.2504063,3.7803903,,
9457,Brut Champagne (Gold) N.V.,Armand de Brignac,Brut Champagne (Gold),N.V.,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.4,4068,270.0,4.1600018,4.2073245,3.8590372,,
9458,Vintage Brut Champagne 2012,Veuve Clicquot,Vintage Brut Champagne,2012,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.4,3406,111.98,4.4956822,4.412808,4.0189962,,
9459,PN VZ Brut Champagne N.V.,Bollinger,PN VZ Brut Champagne,N.V.,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.4,2232,133.4,4.0815897,4.0117106,3.851123,,
9460,Rosé Brut Champagne Grand Cru 'Ambonnay' N.V.,Egly-Ouriet,Rosé Brut Champagne Grand Cru 'Ambonnay',N.V.,France,Champagne Grand Cru 'Ambonnay',french-champagne,Champagne,3,Pinot Nero,199,4.4,1805,108.0,4.312066,4.1525455,3.9017968,,
9461,Brut Millésimé 2012,Charles Heidsieck,Brut Millésimé,2012,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.4,1437,94.5,4.4667597,4.331517,4.063021,,
9462,Femme de Champagne Grand Cru Brut N.V.,Duval-Leroy,Femme de Champagne Grand Cru Brut,N.V.,France,Champagne Grand Cru,french-champagne,Champagne,3,Pinot Nero,199,4.4,1273,97.0,4.3530855,4.132182,3.972858,,
9463,Rosé Brut Champagne (Vintage) 2015,Louis Roederer,Rosé Brut Champagne (Vintage),2015,France,Champagne,french-champagne,Champagne,3,Pinot Nero,199,4.4,1136,79.9,4.3683205,4.281297,3.8219557,,
9464,Languedoc Cabrières 2022,Clos du Temple,Languedoc Cabrières,2022,France,Languedoc,languedoc-roussillon-rose,Rosé,4,Shiraz/Syrah,1,0.0,21,180.0,3.4963434,,2.859523,1.3335612,
9465,Garrus Rosé 2021,Château d'Esclans,Garrus Rosé,2021,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.5,147,115.0,3.8186684,,2.7403026,1.374183,
9466,Languedoc Cabrières 2020,Clos du Temple,Languedoc Cabrières,2020,France,Languedoc,languedoc-roussillon-rose,Rosé,4,Shiraz/Syrah,1,4.4,157,188.0,3.4963434,,2.859523,1.3335612,
9467,281 2022,Minuty,281,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.4,87,44.95,3.6080506,,2.56804,1.5746721,
9468,Clos Mireille Rosé (Coeur de Grain) 2022,Domaines Ott,Clos Mireille Rosé (Coeur de Grain),2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.4,49,36.65,3.7753477,,2.4757864,1.3356453,
9469,Cru Classé 2022,Château Galoupet,Cru Classé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,0.0,21,54.0,3.8722346,,3.089162,1.4918994,
9470,281 2021,Minuty,281,2021,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.3,228,42.0,3.6080506,,2.56804,1.5746721,
9471,Clos Mireille Rosé (Coeur de Grain) 2018,Domaines Ott,Clos Mireille Rosé (Coeur de Grain),2018,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.2,478,28.95,3.7753477,,2.4757864,1.3356453,
9472,Signature Rosé 2022,Domaine la Provenquière,Signature Rosé,2022,France,Pays d'Oc,languedoc-roussillon-rose,Rosé,4,Shiraz/Syrah,1,0.0,14,13.1,3.6309524,,2.952381,1.0,
9473,La Douceur de Juliette Rosé 2022,Clos du Tilleul,La Douceur de Juliette Rosé,2022,France,Luberon,southern-rhone-rose,Rosé,4,Shiraz/Syrah,1,0.0,6,11.5,3.2146153,,3.4884615,1.8646153,
9474,Rosé de Rêve 2022,La Grande Sieste,Rosé de Rêve,2022,France,Pays d'Oc,languedoc-roussillon-rose,Rosé,4,Shiraz/Syrah,1,4.2,46,12.9,3.526842,,2.8900878,1.06,
9475,Côtes de Provence Rosé 2022,Domaine de I'Ile,Côtes de Provence Rosé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.2,38,21.5,3.9004838,,2.660191,1.2503694,
9476,L'Originelle Rosé 2021,Sources de l'Oppidum,L'Originelle Rosé,2021,France,Cevennes,languedoc-roussillon-rose,Rosé,4,Shiraz/Syrah,1,0.0,8,8.903333333333332,3.5,,3.0,1.0,
9477,L'Originelle Rosé 2022,Sources de l'Oppidum,L'Originelle Rosé,2022,France,Cevennes,languedoc-roussillon-rose,Rosé,4,Shiraz/Syrah,1,0.0,2,8.903333333333332,3.5,,3.0,1.0,
9478,Prestige Rosé 2022,Minuty,Prestige Rosé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,838,18.39,3.8757973,,2.4219546,1.3288331,
9479,UP Rosé 2022,Ultimate Provence,UP Rosé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,464,19.0,3.887446,,2.4988847,1.3208816,
9480,Petra Rosé 2022,Hauvette,Petra Rosé,2022,France,Les Baux-de-Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,0.0,6,31.0,3.8627234,,2.8607926,1.285389,
9481,Tenuta Guado al Tasso Scalabrone Bolgheri Rosato 2022,Antinori,Tenuta Guado al Tasso Scalabrone Bolgheri Rosato,2022,Italy,Bolgheri,central-italy-rose,Rosé,4,Shiraz/Syrah,1,4.1,437,14.96,3.3864975,,2.9762266,1.8092495,
9482,Lumera 2022,Donnafugata,Lumera,2022,Italy,Terre Siciliane,southern-italy-rose,Rosé,4,Shiraz/Syrah,1,4.1,326,13.56,3.2196248,,3.0285792,1.7963405,
9483,Classic Rosé 2021,Château Pigoudet,Classic Rosé,2021,France,Coteaux d'Aix-en-Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,299,12.95,3.919076,,2.448508,1.3335959,
9484,Cuvée La Chapelle de Sainte Roseline Côtes de Provence Rosé 2021,Château Sainte Roseline,Cuvée La Chapelle de Sainte Roseline Côtes de Provence Rosé,2021,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,0.0,19,26.4,3.5615926,,2.8730288,1.2436292,
9485,Château Favori 2022,Favori,Château Favori,2022,France,Coteaux Varois en Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,260,18.0,3.8747745,,2.8376982,1.4026438,
9486,Miralý Rosé Intrigant 2021,Tenuta Montecchiesi,Miralý Rosé Intrigant,2021,Italy,Toscana,central-italy-rose,Rosé,4,Shiraz/Syrah,1,4.1,217,12.6,3.2780852,,3.1578722,1.5317023,
9487,Terrasses Première Cuvée Rosé 2022,Vallombrosa,Terrasses Première Cuvée Rosé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,0.0,10,17.95,4.047724,,2.3894308,1.6556096,
9488,Cuvée Sublime Rosé 2022,Domaine Tropez,Cuvée Sublime Rosé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,0.0,5,17.0,3.438369,,2.626312,1.4191489,
9489,Pimayon Pierrevert Rosé 2022,Chateau Saint Jean,Pimayon Pierrevert Rosé,2022,France,Coteaux de Pierrevert,provence-rose,Rosé,4,Shiraz/Syrah,1,0.0,6,11.496666666666666,3.968389,,2.4860404,1.0432215,
9490,Chateau Peyrassol Côtes de Provence Rosé 2022,Peyrassol,Chateau Peyrassol Côtes de Provence Rosé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,111,19.9,3.8016558,,2.6085596,1.2727855,
9491,Pétale de Rosé 2022,Château La Tour de l'Évêque,Pétale de Rosé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,107,17.5,3.8352602,,2.5376275,1.4001633,
9492,L’Inopiné Rosé 2022,Maslauris,L’Inopiné Rosé,2022,France,Luberon,southern-rhone-rose,Rosé,4,Shiraz/Syrah,1,0.0,8,14.9,3.0,,3.5,1.5,
9493,Côtes de Provence Sainte Victoire 2022,Mas de Cadenet,Côtes de Provence Sainte Victoire,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,97,15.5,3.8751495,,2.4860487,1.2079197,
9494,Baulieu Rosé 2021,Villa Baulieu,Baulieu Rosé,2021,France,Coteaux d'Aix-en-Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,0.0,3,16.4,4.0,,2.5,1.0,
9495,Sainte Victoire Côtes de Provence Rosé 2022,Château Grand Boise,Sainte Victoire Côtes de Provence Rosé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,82,16.7,3.82787,,2.563314,1.199497,
9496,Le Rosé de Marquis Côtes de Provence Rosé 2022,Château Marquis de Terme,Le Rosé de Marquis Côtes de Provence Rosé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,79,14.0,4.0378838,,2.5725396,1.0328571,
9497,Cuvée Augusta Rosé 2022,Domaine Leos,Cuvée Augusta Rosé,2022,France,Vaucluse,french-mediterranee-rose,Rosé,4,Shiraz/Syrah,1,4.1,79,16.2,4.0,,2.0,1.5,
9498,Divino Rosé 2022,Mas Edem,Divino Rosé,2022,France,Luberon,southern-rhone-rose,Rosé,4,Shiraz/Syrah,1,0.0,5,12.996666666666666,3.0357144,,3.5,1.4828571,
9499,Drôle D'Oiseau Grenache - Syrah Rosé 2020,Gérard Bertrand,Drôle D'Oiseau Grenache - Syrah Rosé,2020,France,Pays d'Oc,languedoc-roussillon-rose,Rosé,4,Shiraz/Syrah,1,4.1,50,9.2,3.3983822,,2.8857353,1.0986764,
9500,Impatience Rosé 2021,Château de Berne,Impatience Rosé,2021,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,46,17.1,3.9142983,,2.5448396,1.503497,
9501,Aurea Gran Rosé 2019,Tenuta Ammiraglia,Aurea Gran Rosé,2019,Italy,Toscana,central-italy-rose,Rosé,4,Shiraz/Syrah,1,4.1,43,39.1,3.2185793,,3.2185793,2.024153,
9502,Rosé 2022,Chêne Bleu,Rosé,2022,France,Vaucluse,french-mediterranee-rose,Rosé,4,Shiraz/Syrah,1,4.1,40,23.6,3.7442338,,2.5918431,1.712055,
9503,Grand Ferrage Côtes de Provence Sainte-Victoire 2020,Mathilde Chapoutier,Grand Ferrage Côtes de Provence Sainte-Victoire,2020,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,39,13.1,3.9312446,,2.6360002,1.4222667,
9504,Cuvée Madeleine Rosé 2022,Maison Rivier,Cuvée Madeleine Rosé,2022,France,Côtes-du-Rhône,southern-rhone-rose,Rosé,4,Shiraz/Syrah,1,0.0,1,10.9,3.0,,3.5,1.5,
9505,Cuvée Rosée d'Aurore 2022,Domaine la Fouquette,Cuvée Rosée d'Aurore,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,36,9.7,3.888643,,2.5647857,1.2876428,
9506,Sand Rosé 2022,Domaine Tropez,Sand Rosé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.1,36,8.3,4.0364723,,2.553851,1.7257282,
9507,Delicato Rosé 2022,Mas Edem,Delicato Rosé,2022,France,Luberon,southern-rhone-rose,Rosé,4,Shiraz/Syrah,1,0.0,6,10.5,3.0,,3.5,1.5,
9508,Sof Bibbona 2022,Biserno,Sof Bibbona,2022,Italy,Terratico di Bibbona,central-italy-rose,Rosé,4,Shiraz/Syrah,1,4.1,29,25.6,3.1993055,,2.9121761,1.8575926,
9509,Luberon Rosé 2022,Château Fontvert,Luberon Rosé,2022,France,Luberon,southern-rhone-rose,Rosé,4,Shiraz/Syrah,1,4.1,27,11.0,3.087073,,3.582927,1.9166666,
9510,Watusi Camargue 2022,Château Puech-Haut,Watusi Camargue,2022,France,Sable de Camargue,languedoc-roussillon-rose,Rosé,4,Shiraz/Syrah,1,4.1,27,14.3,3.5638335,,2.9818335,1.339,
9511,M Rosé 2021,Minuty,M Rosé,2021,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.0,3790,17.1,3.9376993,,2.4628847,1.2559134,
9512,M Rosé 2022,Minuty,M Rosé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,4.0,1948,13.95,3.9376993,,2.4628847,1.2559134,
9513,Les Deux Anges 2022,Château de l'Escarelle,Les Deux Anges,2022,France,Coteaux Varois en Provence,provence-rose,Rosé,4,Shiraz/Syrah,1,0.0,12,15.65,3.9828925,,2.4559817,1.1764529,
9514,Garrus Rosé 2021,Château d'Esclans,Garrus Rosé,2021,France,Côtes de Provence,provence-rose,Rosé,4,Cabernet Sauvignon,2,4.5,147,115.0,3.8186684,,2.7403026,1.374183,
9515,Pétale de Rosé 2022,Château Barbeyrolles,Pétale de Rosé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Cabernet Sauvignon,2,4.4,35,26.3,3.7241588,,2.5781434,1.4329207,
9516,Cru Classé 2022,Château Galoupet,Cru Classé,2022,France,Côtes de Provence,provence-rose,Rosé,4,Cabernet Sauvignon,2,0.0,21,54.0,3.8722346,,3.089162,1.4918994,
9517,Pétale de Rosé 2020,Château Barbeyrolles,Pétale de Rosé,2020,France,Côtes de Provence,provence-rose,Rosé,4,Cabernet Sauvignon,2,4.3,78,40.96,3.7241588,,2.5781434,1.4329207,
9518,La Piu Belle Rosé 2022,Viña Vik Winery,La Piu Belle Rosé,2022,Chile,Cachapoal Valley,chilean-rose,Rosé,4,Cabernet Sauvignon,2,4.2,439,25.95,3.2785509,,2.9199603,2.0652945,
9519,Pétale de Rosé 2021,Château Barbeyrolles,Pétale de Rosé,2021,France,Côtes de Provence,provence-rose,Rosé,4,Cabernet Sauvignon,2,4.2,82,42.06,3.7241588,,2.5781434,1.4329207,
9520,Petra Rosé 2022,Hauvette,Petra Rosé,2022,France,Les Baux-de-Provence,provence-rose,Rosé,4,Cabernet Sauvignon,2,0.0,6,31.0,3.8627234,,2.8607926,1.285389,
9521,Tenuta Guado al Tasso Scalabrone Bolgheri Rosato 2022,Antinori,Tenuta Guado al Tasso Scalabrone Bolgheri Rosato,2022,Italy,Bolgheri,central-italy-rose,Rosé,4,Cabernet Sauvignon,2,4.1,437,14.96,3.3864975,,2.9762266,1.8092495,
9522,Pétale de Rosé 2019,Château Barbeyrolles,Pétale de Rosé,2019,France,Côtes de Provence,provence-rose,Rosé,4,Cabernet Sauvignon,2,4.1,110,41.46,3.7241588,,2.5781434,1.4329207,
